id,keyword,keyword_variants,optional,category,country,maker,extra,sources,aka
Mützig,mutzig,mutzig,heineken-international,,,Heineken International,,alkohole_wikidata,
Kubuli,kubuli,kubuli,,,,,,alkohole_wikidata,
Lost Coast Brewery,lost-coast-brewery,lost-coast-brewery|lost-coast,,,,,,alkohole_wikidata,
Seedlip,seedlip,seedlip,,,,,,alkohole_wikidata,
D'usse,dusse,dusse,,,,,,alkohole_wikidata,
Carta Clara,carta-clara,carta-clara,,,,,,alkohole_wikidata,
Paradise Beverages,paradise-beverages,paradise-beverages|paradise,beer,beer,,,,alkohole_wikidata,
Thomas Hardy's Ale,thomas-hardys-ale,thomas-hardys-ale,wine,ale|wine,,,,alkohole_wikidata,
Pliny the Younger,pliny-the-younger,pliny-the-younger,beer,beer,,,,alkohole_wikidata,
Figueroa Mountain Brewing Company,figueroa-mountain-brewing-company,figueroa-mountain-brewing-company|figueroa-mountain-brewing|figueroa-mountain,,,,,,alkohole_wikidata,
Balter Brewing Company,balter-brewing-company,balter-brewing-company|balter-brewing|balter,,,,,,alkohole_wikidata,
Birzeit Brewery,birzeit-brewery,birzeit-brewery|birzeit,,,,,,alkohole_wikidata,
Bier Hoi Brewing Company,bier-hoi-brewing-company,bier-hoi-brewing-company|bier-hoi-brewing|bier-hoi,,,,,,alkohole_wikidata,
Q109356802,q109356802,q109356802,,,,,,alkohole_wikidata,
Dos Hombres,dos-hombres,dos-hombres,,,,,,alkohole_wikidata,
Seifried Estate Winery,seifried-estate-winery,seifried-estate-winery|seifried-estate,,,,,,alkohole_wikidata,
Ten To One Rum,ten-to-one-rum,ten-to-one-rum,,,,,,alkohole_wikidata,
Hawkstone Lager,hawkstone-lager,hawkstone-lager,beer,beer|lager,,,,alkohole_wikidata,
Saint Vincent Beer,saint-vincent-beer,saint-vincent-beer,saint-vincent-archabbey,beer,,Saint Vincent Archabbey,,alkohole_wikidata,
Kylie Minogue Wines,kylie-minogue-wines,kylie-minogue-wines|kylie-minogue,wine,wine,,,,alkohole_wikidata,
Holman Ranch,holman-ranch,holman-ranch,,,,,,alkohole_wikidata,
Pierre Moncuit,pierre-moncuit,pierre-moncuit,,,,,,alkohole_wikidata,
Flecha Azul,flecha-azul,flecha-azul,,,,,,alkohole_wikidata,
Saxa Vord distillery,saxa-vord-distillery,saxa-vord-distillery|saxa-vord,,,,,,alkohole_wikidata,
Nam Nam Alley,nam-nam-alley,nam-nam-alley,,,,,,alkohole_wikidata,
Label 5,label-5,label-5,,,,,,alkohole_wikidata,
VK,vk,vk,,,,,,alkohole_wikidata,
